"study_id","cv_type","mean_cv_studylevel","sd_cv_studylevel","species_studyid","range_source","mean_cv_sppspecific","sd_cv_sppspecific","p10_cv_sppspecific","p90_cv_sppspecific"
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Acanthis flammea_A142_P1","BOTW",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Acanthis flammea_A142_P1","GBIF occurrence",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Alauda arvensis_A142_P1","IUCN",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Alauda arvensis_A142_P1","BOTW",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Alauda arvensis_A142_P1","GBIF occurrence",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Anthus pratensis_A142_P1","IUCN",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Anthus pratensis_A142_P1","BOTW",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Anthus pratensis_A142_P1","GBIF occurrence",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Anthus spinoletta_A142_P1","IUCN",-0.00674037962484236,0.0751060140073902,-0.0954737514257431,0.0797223672270775
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Anthus spinoletta_A142_P1","BOTW",-0.00674037962484236,0.0751060140073902,-0.0954737514257431,0.0797223672270775
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Anthus trivialis_A142_P1","BOTW",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Anthus trivialis_A142_P1","GBIF occurrence",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Linaria cannabina_A142_P1","BOTW",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Linaria cannabina_A142_P1","GBIF occurrence",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Carpodacus erythrinus_A142_P1","IUCN",-0.00307426540980372,0.0765660453303104,-0.0901792451739311,0.0824733518064022
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Carpodacus erythrinus_A142_P1","BOTW",-0.00307426540980372,0.0765660453303104,-0.0901792451739311,0.0824733518064022
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Carpodacus erythrinus_A142_P1","GBIF occurrence",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Certhia familiaris_A142_P1","BOTW",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Certhia familiaris_A142_P1","GBIF occurrence",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Coccothraustes coccothraustes_A142_P1","BOTW",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
"A142_P1","map_1km_gVelLat",-0.00782928912104478,0.076863483462808,"Coccothraustes coccothraustes_A142_P1","GBIF occurrence",-0.00775523888630562,0.0767354265668692,-0.0973673909902573,0.0795636862516403
