"study_id","cv_type","mean_cv_studylevel","sd_cv_studylevel","species_studyid","range_source","mean_cv_sppspecific","sd_cv_sppspecific","p10_cv_sppspecific","p90_cv_sppspecific"
"A69_P1","map_110km_gVelLat",1.08655851349539,2.0567960582387,"Epirrita autumnata_A69_P1","GBIF occurrence",1.13927594944835,2.04483351050531,-1.12726975679398,3.69930443763733
"A69_P1","map_110km_gVelLat",1.08655851349539,2.0567960582387,"Operophtera brumata_A69_P1","GBIF occurrence",1.13927594944835,2.04483351050531,-1.12726975679398,3.69930443763733
"A69_P1","map_1km_gVelLat",-0.00222804809038471,0.0456876346492725,"Epirrita autumnata_A69_P1","GBIF occurrence",-0.00223534371477325,0.0461416794895555,-0.0535921357572079,0.0455221742391587
"A69_P1","map_1km_gVelLat",-0.00222804809038471,0.0456876346492725,"Operophtera brumata_A69_P1","GBIF occurrence",-0.00223534371477325,0.0461416794895555,-0.0535921357572079,0.0455221742391587
"A69_P1","map_25km_gVelLat",0.41236308411218,0.922530143506944,"Epirrita autumnata_A69_P1","GBIF occurrence",0.430963874395922,0.914201677154429,-0.566112160682678,1.61762595176697
"A69_P1","map_25km_gVelLat",0.41236308411218,0.922530143506944,"Operophtera brumata_A69_P1","GBIF occurrence",0.430963874395922,0.914201677154429,-0.566112160682678,1.61762595176697
"A69_P1","map_50km_gVelLat",0.606857555033228,1.03583741578824,"Epirrita autumnata_A69_P1","GBIF occurrence",0.636338132799618,1.02599652507987,-0.546971422433853,2.01439111232758
"A69_P1","map_50km_gVelLat",0.606857555033228,1.03583741578824,"Operophtera brumata_A69_P1","GBIF occurrence",0.636338132799618,1.02599652507987,-0.546971422433853,2.01439111232758
"A69_P1","mat_110km_gVelLat",0.620982179988404,0.674863587314313,"Epirrita autumnata_A69_P1","GBIF occurrence",0.631885681767017,0.677629482853757,-0.231677611172199,1.46454683542252
"A69_P1","mat_110km_gVelLat",0.620982179988404,0.674863587314313,"Operophtera brumata_A69_P1","GBIF occurrence",0.631885681767017,0.677629482853757,-0.231677611172199,1.46454683542252
"A69_P1","mat_1km_gVelLat",0.0107043465461049,0.0663778526053895,"Epirrita autumnata_A69_P1","GBIF occurrence",0.0111539243448996,0.0671718292764463,-0.0468616850674152,0.084450575709343
"A69_P1","mat_1km_gVelLat",0.0107043465461049,0.0663778526053895,"Operophtera brumata_A69_P1","GBIF occurrence",0.0111539243448996,0.0671718292764463,-0.0468616850674152,0.084450575709343
"A69_P1","mat_25km_gVelLat",0.169986898215786,0.298801397086978,"Epirrita autumnata_A69_P1","GBIF occurrence",0.173430219637698,0.297642021198975,-0.15616587549448,0.544961959123611
"A69_P1","mat_25km_gVelLat",0.169986898215786,0.298801397086978,"Operophtera brumata_A69_P1","GBIF occurrence",0.173430219637698,0.297642021198975,-0.15616587549448,0.544961959123611
"A69_P1","mat_50km_gVelLat",0.223892195775924,0.453979486665429,"Epirrita autumnata_A69_P1","GBIF occurrence",0.233603613755272,0.453699366851846,-0.26519840657711,0.825997632741928
"A69_P1","mat_50km_gVelLat",0.223892195775924,0.453979486665429,"Operophtera brumata_A69_P1","GBIF occurrence",0.233603613755272,0.453699366851846,-0.26519840657711,0.825997632741928
"A69_P1","mat_gVelEle_1km",88.4753537966885,102.066795316648,"Epirrita autumnata_A69_P1","GBIF occurrence",88.3338206264766,102.26449773213,0.727456748485565,251.87476348877
"A69_P1","mat_gVelEle_1km",88.4753537966885,102.066795316648,"Operophtera brumata_A69_P1","GBIF occurrence",88.3338206264766,102.26449773213,0.727456748485565,251.87476348877
